Hole      Core-Sec.-Int.     Depth      Bio.sil.     Age
BDP-96-2     14   1 135      30.28        6.0      670.7
BDP-96-2     14   1 137       30.3        5.4      671.3
BDP-96-2     14   1 139      30.32        4.7      671.9
BDP-96-2     14   1 141      30.34        4.0      672.6
BDP-96-2     14   1 143      30.36        4.2      673.2
BDP-96-2     14   1 145      30.38        4.0      673.8
BDP-96-2     14   1 147       30.4        5.4      674.4
BDP-96-2     14   1 149      30.42        6.0      675.0
BDP-96-2     14   1 151      30.44        5.5      675.6
BDP-96-2     14   1 153      30.46        5.4      676.3
BDP-96-2     14   1 155      30.48        4.9      676.9
BDP-96-2     14   1 157       30.5        5.6      677.5
BDP-96-2     14   1 159      30.52        5.5      678.1
BDP-96-2     14   1 161      30.54        4.4      678.7
BDP-96-2     14   1 163      30.56        6.4      679.4
BDP-96-2     14   1 165      30.58        9.1      680.0
BDP-96-2     14   1 167       30.6       13.0      680.6
BDP-96-2     14   1 169      30.62       11.4      681.2
BDP-96-2     14   1 171      30.64        9.8      681.8
BDP-96-2     14   1 173      30.66       12.0      682.4
BDP-96-2     14   1 175      30.68       16.3      683.1
BDP-96-2     14   1 177       30.7       20.4      683.7
BDP-96-2     14   1 179      30.72       19.5      684.3
BDP-96-2     14   2   1      30.74       28.5      684.9
BDP-96-2     14   2   3      30.76       28.5      685.5
BDP-96-2     14   2   5      30.78       15.4      686.1
BDP-96-2     14   2   7       30.8       32.7      686.8
BDP-96-2     14   2   9      30.82       39.7      687.4
BDP-96-2     14   2  11      30.84       31.0      687.8
BDP-96-2     14   2  13      30.86       35.0      688.1
BDP-96-2     14   2  15      30.88       33.8      688.5
BDP-96-1     12   1  94      30.92       29.8      689.3
BDP-96-1     12   1  98      30.96       29.9      690.1
BDP-96-1     12   1 102         31       33.2      690.8
BDP-96-1     12   1 106      31.04       32.5      691.6
BDP-96-1     12   1 110      31.08       27.2      692.4
BDP-96-1     12   1 114      31.12       32.5      693.2
BDP-96-1     12   1 118      31.16       30.2      693.9
BDP-96-2     15   1   9      31.22       28.5      695.1
BDP-96-2     15   1  11      31.24       25.0      695.5
BDP-96-2     15   1  13      31.26       28.6      695.9
BDP-96-2     15   1  15      31.28       28.6      696.2
BDP-96-2     15   1  17       31.3       27.7      696.6
BDP-96-2     15   1  19      31.32       29.8      697.0
BDP-96-2     15   1  21      31.34       26.6      697.4
BDP-96-2     15   1  23      31.36       26.9      697.8
BDP-96-2     15   1  25      31.38       25.1      698.2
BDP-96-2     15   1  27       31.4       25.8      698.6
BDP-96-2     15   1  29      31.42       35.5      698.9
BDP-96-2     15   1  31      31.44       42.1      699.3
BDP-96-2     15   1  33      31.46       39.3      699.7
BDP-96-2     15   1  35      31.48       39.2      700.1
BDP-96-2     15   1  37       31.5       37.0      700.5
BDP-96-2     15   1  39      31.52       40.3      700.9
BDP-96-2     15   1  41      31.54       40.5      701.2
BDP-96-2     15   1  43      31.56       33.6      701.6
BDP-96-2     15   1  45      31.58       32.8      702.0
BDP-96-2     15   1  47       31.6       31.4      702.4
BDP-96-2     15   1  49      31.62       27.7      702.8
BDP-96-2     15   1  51      31.64       28.6      703.2
BDP-96-2     15   1  53      31.66       28.2      703.6
BDP-96-2     15   1  55      31.68       28.5      703.9
BDP-96-2     15   1  57       31.7       25.9      704.3
BDP-96-2     15   1  59      31.72       27.2      704.7
BDP-96-2     15   1  61      31.74       28.8      705.1
BDP-96-2     15   1  63      31.76       30.6      705.5
BDP-96-2     15   1  65      31.78       31.9      705.9
BDP-96-2     15   1  67       31.8       30.9      706.3
BDP-96-2     15   1  69      31.82       32.5      706.6
BDP-96-2     15   1  71      31.84       31.2      707.0
BDP-96-2     15   1  73      31.86       29.9      707.4
BDP-96-2     15   1  75      31.88       26.0      707.8
BDP-96-2     15   1  77       31.9       33.5      708.2
BDP-96-2     15   1  79      31.92       32.7      708.6
BDP-96-2     15   1  81      31.94       34.5      709.0
BDP-96-2     15   1  83      31.96       32.6      709.3
BDP-96-2     15   1  85      31.98       29.0      709.6
BDP-96-2     15   1  87         32       33.1      709.9
BDP-96-2     15   1  89      32.02       31.5      710.2
BDP-96-2     15   1  91      32.04       28.7      710.5
BDP-96-2     15   1  93      32.06       27.3      710.8
BDP-96-2     15   1  95      32.08       25.2      711.1
BDP-96-2     15   1  97       32.1       27.6      711.4
BDP-96-2     15   1  99      32.12       23.7      711.7
BDP-96-2     15   1 101      32.14       24.8      712.0
BDP-96-2     15   1 103      32.16       25.6      712.3
BDP-96-2     15   1 105      32.18       27.6      712.6
BDP-96-2     15   1 107       32.2       26.7      712.9
BDP-96-2     15   1 109      32.22       24.9      713.2
BDP-96-2     15   1 111      32.24       21.6      713.5
BDP-96-2     15   1 113      32.26       18.4      713.8
BDP-96-2     15   1 115      32.28        9.1      714.1
BDP-96-2     15   1 117       32.3        7.9      714.4
BDP-96-2     15   1 119      32.32        7.3      714.7
BDP-96-2     15   1 121      32.34        6.3      715.0
BDP-96-2     15   1 123      32.36        6.4      715.3
BDP-96-2     15   1 125      32.38        5.5      715.6
BDP-96-2     15   1 127       32.4        6.1      715.9
BDP-96-2     15   1 129      32.42        5.8      716.2
BDP-96-2     15   1 131      32.44        5.9      716.5
BDP-96-2     15   1 133      32.46        5.4      716.8
BDP-96-2     15   1 135      32.48        5.6      717.1
BDP-96-2     15   1 137       32.5        5.8      717.4
BDP-96-2     15   1 139      32.52        3.5      717.7
BDP-96-2     15   1 141      32.54        4.0      718.0
BDP-96-2     15   1 143      32.56        3.5      718.3
BDP-96-2     15   1 145      32.58        3.3      718.6
BDP-96-2     15   1 147       32.6        3.9      718.9
BDP-96-2     15   1 149      32.62        3.8      719.2
BDP-96-2     15   1 151      32.64        3.8      719.5
BDP-96-2     15   1 153      32.66        3.8      719.8
BDP-96-2     15   1 155      32.68        3.6      720.1
BDP-96-2     15   1 157       32.7        3.6      720.4
BDP-96-2     15   1 159      32.72        3.4      720.7
BDP-96-2     15   1 161      32.74        3.6      721.0
BDP-96-2     15   1 163      32.76        3.8      721.3
BDP-96-2     15   1 165      32.78        3.6      721.6
BDP-96-2     15   1 167       32.8        4.0      722.0
BDP-96-2     15   1 169      32.82        4.0      722.3
BDP-96-2     15   1 171      32.84        3.9      722.6
BDP-96-2     15   1 173      32.86        3.9      722.9
BDP-96-2     15   1 175      32.88        3.8      723.2
BDP-96-1     13   1  82      32.89        3.9      723.3
BDP-96-1     13   1  86      32.93        3.9      723.9
BDP-96-1     13   1  90      32.97        4.0      724.5
BDP-96-1     13   1  94      33.01        4.2      725.1
BDP-96-1     13   1  98      33.05        5.3      725.7
BDP-96-1     13   1 102      33.09        5.4      726.3
BDP-96-1     13   1 106      33.13        7.7      726.9
BDP-96-1     13   1 110      33.17        9.4      727.5
BDP-96-1     13   1 114      33.21       10.0      728.1
BDP-96-1     13   1 118      33.25       12.8      728.8
BDP-96-1     13   1 122      33.29       13.8      729.4
BDP-96-1     13   1 126      33.33       12.8      730.5
BDP-96-1     13   1 130      33.37       12.2      731.6
BDP-96-2     16   1  27      33.39       10.3      732.2
BDP-96-2     16   1  29      33.41        8.0      732.7
BDP-96-2     16   1  31      33.43       10.0      733.3
BDP-96-2     16   1  33      33.45       13.9      733.9
BDP-96-2     16   1  35      33.47       14.3      734.4
BDP-96-2     16   1  37      33.49       12.5      735.0
BDP-96-2     16   1  39      33.51       13.4      735.5
BDP-96-2     16   1  41      33.53       12.9      736.1
BDP-96-2     16   1  43      33.55        9.7      736.7
BDP-96-2     16   1  45      33.57        9.7      737.2
BDP-96-2     16   1  47      33.59        6.9      737.8
BDP-96-2     16   1  49      33.61        6.2      738.3
BDP-96-2     16   1  51      33.63        3.9      738.9
BDP-96-2     16   1  53      33.65        3.9      739.5
BDP-96-2     16   1  55      33.67        3.7      740.0
BDP-96-2     16   1  57      33.69        3.9      740.6
BDP-96-2     16   1  59      33.71        3.7      741.2
BDP-96-2     16   1  61      33.73        3.9      741.7
BDP-96-2     16   1  63      33.75        3.7      742.3
BDP-96-2     16   1  65      33.77        3.7      742.8
BDP-96-2     16   1  67      33.79        3.6      743.4
BDP-96-2     16   1  69      33.81        3.6      744.0
BDP-96-2     16   1  71      33.83        4.1      744.5
BDP-96-2     16   1  73      33.85        4.0      745.1
BDP-96-2     16   1  75      33.87        4.2      745.7
BDP-96-2     16   1  77      33.89        4.1      746.2
BDP-96-2     16   1  79      33.91        3.9      746.8
BDP-96-2     16   1  81      33.93        3.9      747.3
BDP-96-2     16   1  83      33.95        3.8      747.9
BDP-96-2     16   1  85      33.97        3.9      748.5
BDP-96-2     16   1  87      33.99        4.0      749.0
BDP-96-2     16   1  89      34.01        4.1      749.6
BDP-96-2     16   1  91      34.03        4.1      750.1
BDP-96-2     16   1  93      34.05        4.1      750.7
BDP-96-2     16   1  95      34.07        4.3      751.3
BDP-96-2     16   1  97      34.09        3.9      751.8
BDP-96-2     16   1  99      34.11        4.3      752.4
BDP-96-2     16   1 101      34.13        4.5      753.0
BDP-96-2     16   1 103      34.15        5.3      753.5
BDP-96-2     16   1 105      34.17        8.5      754.1
BDP-96-2     16   1 107      34.19        6.4      754.6
BDP-96-2     16   1 109      34.21        5.5      755.2
BDP-96-2     16   1 111      34.23        4.4      755.8
BDP-96-2     16   1 113      34.25        4.3      756.3
BDP-96-2     16   1 115      34.27        4.3      756.9
BDP-96-2     16   1 117      34.29        4.2      757.5
BDP-96-2     16   1 119      34.31        4.2      758.0
BDP-96-2     16   1 121      34.33        4.1      758.6
BDP-96-2     16   1 123      34.35        4.7      759.1
BDP-96-2     16   1 125      34.37        5.0      759.7
BDP-96-2     16   1 127      34.39        6.5      760.3
BDP-96-2     16   1 129      34.41       11.0      760.8
BDP-96-2     16   1 131      34.43       13.1      761.4
BDP-96-2     16   1 133      34.45       16.2      761.9
BDP-96-2     16   1 135      34.47       16.1      762.5
BDP-96-2     16   1 137      34.49       17.6      763.1
BDP-96-2     16   1 139      34.51       14.4      763.6
BDP-96-2     16   1 141      34.53        6.8      764.1
BDP-96-2     16   1 143      34.55        6.2      764.6
BDP-96-2     16   1 145      34.57        3.5      765.1
BDP-96-2     16   1 147      34.59        5.8      765.6
BDP-96-2     16   1 149      34.61        5.3      766.1
BDP-96-2     16   1 151      34.63        6.7      766.6
BDP-96-2     16   1 153      34.65       10.4      767.1
BDP-96-2     16   1 155      34.67       14.6      767.7
BDP-96-2     16   1 157      34.69       18.1      768.2
BDP-96-2     16   1 159      34.71       23.2      768.7
BDP-96-2     16   1 161      34.73       23.9      769.2
BDP-96-2     16   1 163      34.75       23.1      769.7
BDP-96-2     16   1 165      34.77       26.2      770.2
BDP-96-2     16   1 167      34.79       25.2      770.7
BDP-96-2     16   1 169      34.81       25.1      771.2
BDP-96-2     16   1 171      34.83       22.4      771.7
BDP-96-2     16   1 173      34.85        7.9      772.2
BDP-96-2     16   1 175      34.87        7.9      772.8
BDP-96-2     16   1 177      34.89       10.2      773.3
BDP-96-2     16   1 179      34.91       11.4      773.8
BDP-96-2     16   2   1      34.92       11.9      774.0
BDP-96-2     16   2   3      34.94       11.3      774.5
BDP-96-2     16   2   5      34.96        5.9      775.0
BDP-96-2     16   2   7      34.98       14.1      775.6
BDP-96-1     14   1  72      35.02       15.8      776.6
BDP-96-1     14   1  76      35.06       24.3      777.6
BDP-96-1     14   1  80       35.1       20.2      778.6
BDP-96-1     14   1  84      35.14       32.5      779.6
BDP-96-1     14   1  88      35.18       36.4      780.7
BDP-96-1     14   1  92      35.22       28.4      781.7
BDP-96-1     14   1  96      35.26       37.2      782.7
BDP-96-1     14   1 100       35.3       33.4      784.1
BDP-96-1     14   1 104      35.34       31.7      785.5
BDP-96-1     14   1 108      35.38       22.7      786.9
BDP-96-2     17   1  17      35.42       19.4      788.3
BDP-96-2     17   1  19      35.44       18.8      789.0
BDP-96-2     17   1  21      35.46       13.2      789.7
BDP-96-2     17   1  23      35.48       10.8      790.4
BDP-96-2     17   1  25       35.5        9.7      791.1
BDP-96-2     17   1  27      35.52       15.9      791.8
BDP-96-2     17   1  29      35.54       12.1      792.5
BDP-96-2     17   1  31      35.56       11.3      793.2
BDP-96-2     17   1  33      35.58        6.8      793.9
BDP-96-2     17   1  35       35.6        4.9      794.6
BDP-96-2     17   1  37      35.62        4.2      795.3
BDP-96-2     17   1  39      35.64        4.6      796.0
